feature_id,doc_id,doc_type,doc_title,version,authors,date,feature_title,feature_description,objectives,scope,user_segments,risk_safety,privacy_data,age_gating,geo_regions,rollout,open_questions,text_original_hash,text_expanded_hash,codename_hits_json,parse_warnings,source_path
csv_feature_0010,features_csv,csv,,,,,Story resharing with content expiry,"Enable users to reshare stories from others, with auto-expiry after 48 hours. This feature logs resharing attempts with EchoTrace and stores activity under BB.",,,,,,,,,,6e194f1c0857804e25d9b2dcda2bb512313789a20f675ef02ddb2ed6ea000d8f,56c3a5aec455cb93eeddb936412a317007f748ef46975227f5fccbcf100e56bb,"[{""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[215, 217]]}, {""term"": ""EchoTrace"", ""expansion"": ""Log tracing mode to verify compliance routing"", ""count"": 1, ""spans"": [[179, 188]]}]",,features.csv
csv_feature_0011,features_csv,csv,,,,,Leaderboard system for weekly creators,Introduce a creator leaderboard updated weekly using internal analytics. Points and rankings are stored in FR metadata and tracked using IMT.,,,,,,,,,,1bd91c108bfb56c393aa430bfca7aef8505547ce35d2c64cd9d3fd631d2a212b,1a48fc71f1eb99c5e142e9475765efe7438da116b618ac51000f0e321cbb39df,"[{""term"": ""FR"", ""expansion"": ""Feature rollout status"", ""count"": 1, ""spans"": [[169, 171]]}, {""term"": ""IMT"", ""expansion"": ""Internal monitoring trigger"", ""count"": 1, ""spans"": [[199, 202]]}]",,features.csv
csv_feature_0012,features_csv,csv,,,,,Mood-based PF enhancements,Adjust PF recommendations based on inferred mood signals from emoji usage. This logic is soft-tuned using BB and undergoes quiet testing in ShadowMode.,,,,,,,,,,6cffbfd6e410121c17667338a5e133309065f18c415ecef9aedae4e0044aae1a,8a3d861a3f1039d088402021442af82cb1f17bd2c5ae8c664bddb810899c3012,"[{""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[156, 158]]}, {""term"": ""PF"", ""expansion"": ""Personalized feed"", ""count"": 2, ""spans"": [[57, 59], [20, 22]]}, {""term"": ""ShadowMode"", ""expansion"": ""Deploy feature in non-user-impact way to collect analytics only"", ""count"": 1, ""spans"": [[190, 200]]}]",,features.csv
csv_feature_0013,features_csv,csv,,,,,New user rewards via NR profile suggestions,"At onboarding, users will receive NR-curated profiles to follow for faster network building. A/B testing will use Spanner.",,,,,,,,,,a5263c7365621a43741c9830f07e6f20e44d6bfd165a5086dc292ff3d781bf68,332fb405b54c285c523146c4d60f1ee4c204f762f3039bd80bc4c49d8758f995,"[{""term"": ""NR"", ""expansion"": ""Not recommended"", ""count"": 2, ""spans"": [[101, 103], [30, 32]]}, {""term"": ""Spanner"", ""expansion"": ""A synthetic name for a rule engine (not to be confused with Google Spanner)"", ""count"": 1, ""spans"": [[181, 188]]}]",,features.csv
csv_feature_0014,features_csv,csv,,,,,Creator fund payout tracking in CDS,Monetization events will be tracked through CDS to detect anomalies in creator payouts. DRT rules apply for log trimming.,,,,,,,,,,0b4e62b84147bf922eff16ecab65a2316d33c925de0c0514456c7b747635e7c2,ec0b3f3c4542462128bf4db394dfee301475f618ae1785d511a9bb9e08d1864e,"[{""term"": ""CDS"", ""expansion"": ""Compliance Detection System"", ""count"": 2, ""spans"": [[103, 106], [41, 44]]}, {""term"": ""DRT"", ""expansion"": ""Data retention threshold; duration for which logs can be stored"", ""count"": 1, ""spans"": [[147, 150]]}]",,features.csv
csv_feature_0015,features_csv,csv,,,,,Trial run of video replies in EU,"Roll out video reply functionality to users in EEA only. GH will manage exposure control, and BB is used to baseline feedback.",,,,,,,,,,72e82f445c1c5f49d071a00dc87e36a7f1ba3e1b548d0747f148e5d6885b36d5,451aa12c495ccd1d00f9b0c27b11456ffd233be1bce6a3b9534d65c0768595dd,"[{""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[150, 152]]}, {""term"": ""GH"", ""expansion"": ""Geo-handler; a module responsible for routing features based on user region"", ""count"": 1, ""spans"": [[113, 115]]}]",,features.csv
csv_feature_0016,features_csv,csv,,,,,Canada-first PF variant test,Launch a PF variant in CA as part of early experimentation. Spanner will isolate affected cohorts and Glow flags will monitor feature health.,,,,,,,,,,97205a001787f14e0f27e342a3a9b1b8106617a998fee67872b586ce5430c500,592ec6c128b1ec7b954d2bb6feb0f63de60b728771c1f6f5e2042e4ffdc697ae,"[{""term"": ""Glow"", ""expansion"": ""A compliance-flagging status, internally used to indicate geo-based alerts"", ""count"": 1, ""spans"": [[154, 158]]}, {""term"": ""PF"", ""expansion"": ""Personalized feed"", ""count"": 2, ""spans"": [[61, 63], [22, 24]]}, {""term"": ""Spanner"", ""expansion"": ""A synthetic name for a rule engine (not to be confused with Google Spanner)"", ""count"": 1, ""spans"": [[112, 119]]}]",,features.csv
csv_feature_0017,features_csv,csv,,,,,Chat UI overhaul,"A new chat layout will be tested in the following regions: CA, US, BR, ID. GH will ensure location targeting and ShadowMode will collect usage metrics without user impact.",,,,,,,,,,4dea4d4d2811853d46fdc9ed90e01e38e61c8a381bcab9e08427d7ee0c2a3089,3fd614d142fb93899b155c291f4bbf0e019cfc0b0f5f0ec24c9f6bf37308c667,"[{""term"": ""GH"", ""expansion"": ""Geo-handler; a module responsible for routing features based on user region"", ""count"": 1, ""spans"": [[115, 117]]}, {""term"": ""ShadowMode"", ""expansion"": ""Deploy feature in non-user-impact way to collect analytics only"", ""count"": 1, ""spans"": [[153, 163]]}]",,features.csv
csv_feature_0018,features_csv,csv,,,,,Regional trial of autoplay behavior,"Enable video autoplay only for users in US. GH filters users, while Spanner logs click-through deltas.",,,,,,,,,,6e4b956b77a429651e110ec9749bc3d942a98a71997ec3535879974a83baaee5,9a4a51e224259185ca17828242dcb7a9fe44284146cde797ff0116a70eefdd33,"[{""term"": ""GH"", ""expansion"": ""Geo-handler; a module responsible for routing features based on user region"", ""count"": 1, ""spans"": [[103, 105]]}, {""term"": ""Spanner"", ""expansion"": ""A synthetic name for a rule engine (not to be confused with Google Spanner)"", ""count"": 1, ""spans"": [[127, 134]]}]",,features.csv
csv_feature_0019,features_csv,csv,,,,,South Korea dark theme A/B experiment,A/B test dark theme accessibility for users in South Korea. Rollout is limited via GH and monitored with FR flags.,,,,,,,,,,83cae1e5078c7a3b464bfdbd53a86795d3b14438719f35011d1934f437181b76,48bb86ad70059888aaaf7b48adbe2eae421cb64fddac1a8919cac58aba5c4fe5,"[{""term"": ""FR"", ""expansion"": ""Feature rollout status"", ""count"": 1, ""spans"": [[166, 168]]}, {""term"": ""GH"", ""expansion"": ""Geo-handler; a module responsible for routing features based on user region"", ""count"": 1, ""spans"": [[144, 146]]}]",,features.csv
csv_feature_0020,features_csv,csv,,,,,Age-specific notification controls with ASL,"Notifications will be tailored by age using ASL, allowing us to throttle or suppress push alerts for minors. EchoTrace will log adjustments, and CDS will verify enforcement across rollout waves.",,,,,,,,,,456bd4d9e65292d0326b76ee58fdcb0e6a4851b9d9dab9f1103bf55ab89c0c13,80db20fdbdfba708d9b771fba0b646da0b4ec0f3accfc8306973d1b5acb249c9,"[{""term"": ""ASL"", ""expansion"": ""Age-sensitive logic"", ""count"": 2, ""spans"": [[111, 114], [49, 52]]}, {""term"": ""CDS"", ""expansion"": ""Compliance Detection System"", ""count"": 1, ""spans"": [[212, 215]]}, {""term"": ""EchoTrace"", ""expansion"": ""Log tracing mode to verify compliance routing"", ""count"": 1, ""spans"": [[176, 185]]}]",,features.csv
csv_feature_0021,features_csv,csv,,,,,Chat content restrictions via LCP,"Enforce message content constraints by injecting LCP rules on delivery. ShadowMode will initially deploy the logic for safe validation. No explicit mention of legal requirements, but privacy context is implied.",,,,,,,,,,94494f7150c60bb31ff311cffdbee31b89cc46fb4b699a887e183519a241aaa1,93c0f3154f0e7a1a74b3421fc61767c7e1de27f861022154c567b2b17401dc5a,"[{""term"": ""LCP"", ""expansion"": ""Local compliance policy"", ""count"": 2, ""spans"": [[106, 109], [39, 42]]}, {""term"": ""ShadowMode"", ""expansion"": ""Deploy feature in non-user-impact way to collect analytics only"", ""count"": 1, ""spans"": [[129, 139]]}]",,features.csv
csv_feature_0022,features_csv,csv,,,,,Video upload limits for new users,Introduce limits on video uploads from new accounts. IMT will trigger thresholds based on BB patterns. These limitations are partly for platform safety but without direct legal mapping.,,,,,,,,,,78de6cb5b9310cdacedbab08d99b24956ee608b5af1da94123c61479465330ca,9859d7afcabd56a33fd201f334781c00ed05a7d2a78aa586fe6ec4c82bf45eda,"[{""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[147, 149]]}, {""term"": ""IMT"", ""expansion"": ""Internal monitoring trigger"", ""count"": 1, ""spans"": [[110, 113]]}]",,features.csv
csv_feature_0023,features_csv,csv,,,,,Flag escalation flow for sensitive comments,"A flow that detects high-risk comment content and routes it via CDS with Redline markers. The logic applies generally and is monitored through EchoTrace, with no mention of regional policies.",,,,,,,,,,d29215a936c40841d3be76944b6861bda1e827a0054a43a13b0643484c7cf07f,d0f6c8079d99069de6d495d76ea083b64f15c0fa657851d09dd649d9fc9b7c54,"[{""term"": ""CDS"", ""expansion"": ""Compliance Detection System"", ""count"": 1, ""spans"": [[131, 134]]}, {""term"": ""EchoTrace"", ""expansion"": ""Log tracing mode to verify compliance routing"", ""count"": 1, ""spans"": [[210, 219]]}, {""term"": ""Redline"", ""expansion"": ""Flag for legal review (different from its traditional business use for 'financial loss')"", ""count"": 1, ""spans"": [[140, 147]]}]",,features.csv
csv_feature_0024,features_csv,csv,,,,,User behavior scoring for policy gating,Behavioral scoring via Spanner will be used to gate access to certain tools. The feature tracks usage and adjusts gating based on BB divergence.,,,,,,,,,,117008a6f6cf351aa5d7f24adce62cedbfadba18640f6e4b2df6b13375242c50,e6661ec30559ca5d1955cbc60db7e2e08c5a2ad7ed38eb4d9e6a378b72056de0,"[{""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[193, 195]]}, {""term"": ""Spanner"", ""expansion"": ""A synthetic name for a rule engine (not to be confused with Google Spanner)"", ""count"": 1, ""spans"": [[86, 93]]}]",,features.csv
csv_feature_0025,features_csv,csv,,,,,Minor-safe chat expansion via Jellybean,"We’re expanding chat features, but for users flagged by Jellybean, certain functions (e.g., media sharing) will be limited. BB and ASL will monitor compliance posture.",,,,,,,,,,13322767dd4487676854b6fff6bbef0d08d314efa5d1bcd6b08b5f71dd528b26,a5027e9108a471b6961f95da314d48faaad8fab9074f915b70ee31bf005a17a9,"[{""term"": ""ASL"", ""expansion"": ""Age-sensitive logic"", ""count"": 1, ""spans"": [[194, 197]]}, {""term"": ""BB"", ""expansion"": ""Baseline Behavior; standard user behavior used for anomaly detection"", ""count"": 1, ""spans"": [[187, 189]]}, {""term"": ""Jellybean"", ""expansion"": ""Feature name for internal parental control system"", ""count"": 2, ""spans"": [[119, 128], [39, 48]]}]",,features.csv
csv_feature_0026,features_csv,csv,,,,,Friend suggestions with underage safeguards,"New suggestion logic uses PF to recommend friends, but minors are excluded from adult pools using ASL and CDS logic. EchoTrace logs interactions in case future policy gates are needed.",,,,,,,,,,ceaf2771e605e6c93b76eef0c4010ad288b593481f3c8f2061d891f39269df33,bf86ee1ea07bd052652709835d6dfb8780fc09520bbba43bf959ac96f7342cf9,"[{""term"": ""ASL"", ""expansion"": ""Age-sensitive logic"", ""count"": 1, ""spans"": [[165, 168]]}, {""term"": ""CDS"", ""expansion"": ""Compliance Detection System"", ""count"": 1, ""spans"": [[173, 176]]}, {""term"": ""EchoTrace"", ""expansion"": ""Log tracing mode to verify compliance routing"", ""count"": 1, ""spans"": [[184, 193]]}, {""term"": ""PF"", ""expansion"": ""Personalized feed"", ""count"": 1, ""spans"": [[93, 95]]}]",,features.csv
csv_feature_0027,features_csv,csv,,,,,Reaction GIFs with embedded filtering,"Enable GIFs in comments, while filtering content deemed inappropriate for minor accounts. Softblock will apply if a flagged GIF is used by ASL-flagged profiles.",,,,,,,,,,9eaecbee537550daf4cd7cf38a5381700c60cf818df8144a1efee8ee1235976c,ef14742b5ed1f4078f2f5e87d28a6f8e855e368ba8120fc9f852886c63167eb6,"[{""term"": ""ASL"", ""expansion"": ""Age-sensitive logic"", ""count"": 1, ""spans"": [[200, 203]]}, {""term"": ""Softblock"", ""expansion"": ""A user-level limitation applied silently without notifications"", ""count"": 1, ""spans"": [[151, 160]]}]",,features.csv
csv_feature_0028,features_csv,csv,,,,,Longform posts with age-based moderation,"Longform post creation is now open to all. However, moderation for underage authors is stricter via Snowcap.",,,,,,,,,,ed176aa7091eaeff0039d7a6a7c200a3a4ee5bd305e2d87a54929a88cf0c32cc,0e0bf3fccc4a3bda605824099ff863064474fa169914a78230038956e1de68a1,"[{""term"": ""Snowcap"", ""expansion"": ""A synthetic codename for the child safety policy framework"", ""count"": 1, ""spans"": [[164, 171]]}]",,features.csv
csv_feature_0029,features_csv,csv,,,,,Custom avatar system with identity checks,"Users can now design custom avatars. For safety, T5 triggers block adult-themed assets from use by underage profiles. Age detection uses ASL and logs flow through GH.",,,,,,,,,,b59702475e52a5ab12e68ca353f707b367fd011a4f2d290a4e7935fa5dbec00d,b9a733a96e5e3cd36dacdee212d0dcb3dbba5ec0e1b12545b293325fb048123b,"[{""term"": ""ASL"", ""expansion"": ""Age-sensitive logic"", ""count"": 1, ""spans"": [[202, 205]]}, {""term"": ""GH"", ""expansion"": ""Geo-handler; a module responsible for routing features based on user region"", ""count"": 1, ""spans"": [[228, 230]]}, {""term"": ""T5"", ""expansion"": ""Tier 5 sensitivity data; more critical than T1\u201a\u00c4\u00ecT4 in this internal taxonomy"", ""count"": 1, ""spans"": [[114, 116]]}]",,features.csv
